294 2296
16 186 50
16 236 50
16 252 50
16 263 50
16 265 50
16 267 50
16 268 50
17 24 50
17 27 50
17 28 50
17 34 50
17 37 50
17 53 50
17 54 50
17 68 50
17 83 50
17 99 50
17 105 50
17 106 50
17 115 50
17 120 50
17 121 50
17 152 50
17 165 50
17 168 50
17 175 50
17 182 50
17 188 50
17 190 50
17 191 50
17 193 50
17 231 50
17 245 50
17 248 50
17 260 50
17 266 50
17 284 50
17 293 50
18 84 50
18 137 50
18 167 50
18 210 50
18 250 50
19 36 50
19 52 50
19 84 50
19 86 50
19 112 50
19 114 50
19 117 50
19 128 50
19 141 50
19 142 50
19 145 50
19 158 50
19 162 50
19 174 50
19 209 50
19 214 50
19 215 50
19 241 50
19 259 50
19 260 50
19 269 50
19 281 50
19 283 50
19 291 50
20 154 50
20 164 50
21 76 50
21 86 50
21 150 50
21 156 50
21 187 50
22 89 50
23 97 50
23 118 50
23 139 50
23 211 50
24 27 50
24 34 50
24 53 50
24 54 50
24 68 50
24 83 50
24 99 50
24 105 50
24 106 50
24 115 50
24 120 50
24 152 50
24 165 50
24 168 50
24 175 50
24 182 50
24 188 50
24 190 50
24 193 50
24 231 50
24 245 50
24 248 50
24 260 50
24 266 50
24 284 50
25 34 50
25 39 50
25 43 50
25 47 50
25 55 50
25 57 50
25 70 50
25 72 50
25 73 50
25 90 50
25 92 50
25 94 50
25 104 50
25 109 50
25 115 50
25 123 50
25 124 50
25 126 50
25 132 50
25 137 50
25 138 50
25 147 50
25 156 50
25 160 50
25 164 50
25 179 50
25 183 50
25 184 50
25 190 50
25 205 50
25 211 50
25 222 50
25 227 50
25 233 50
25 236 50
25 245 50
25 255 50
25 274 50
26 38 50
26 45 50
26 48 50
26 56 50
26 61 50
26 79 50
26 80 50
26 91 50
26 131 50
26 139 50
26 270 50
26 283 50
27 34 50
27 53 50
27 54 50
27 68 50
27 83 50
27 99 50
27 105 50
27 106 50
27 115 50
27 120 50
27 152 50
27 165 50
27 168 50
27 175 50
27 182 50
27 188 50
27 190 50
27 193 50
27 231 50
27 245 50
27 248 50
27 260 50
27 266 50
27 284 50
28 37 50
28 50 50
28 60 50
28 72 50
28 88 50
28 92 50
28 96 50
28 121 50
28 125 50
28 138 50
28 143 50
28 152 50
28 153 50
28 154 50
28 161 50
28 169 50
28 174 50
28 184 50
28 186 50
28 191 50
28 236 50
28 263 50
28 265 50
28 267 50
28 268 50
29 81 50
29 102 50
29 163 50
29 202 50
29 244 50
30 78 50
30 89 50
30 291 50
31 51 50
31 134 50
31 173 50
31 239 50
32 98 50
32 208 50
32 234 50
32 237 50
32 288 50
33 69 25
33 73 50
33 87 50
33 137 50
33 149 50
33 167 50
33 175 50
33 192 50
33 199 50
33 240 50
33 244 50
33 278 50
33 283 50
34 39 50
34 43 50
34 47 50
34 53 50
34 54 50
34 55 50
34 57 50
34 68 50
34 70 50
34 72 50
34 83 50
34 90 50
34 92 50
34 94 50
34 99 50
34 104 50
34 105 50
34 106 50
34 109 50
34 115 25
34 120 50
34 123 50
34 124 50
34 126 50
34 132 50
34 137 50
34 138 50
34 147 50
34 152 50
34 156 50
34 160 50
34 164 50
34 165 50
34 168 50
34 175 50
34 179 50
34 182 50
34 183 50
34 184 50
34 188 50
34 190 50
34 193 50
34 205 50
34 222 50
34 231 50
34 233 50
34 236 50
34 245 25
34 248 50
34 255 50
34 260 50
34 266 50
34 274 50
34 284 50
35 38 50
35 73 50
35 118 50
35 144 50
35 238 50
36 52 50
36 84 50
36 86 50
36 112 50
36 114 50
36 117 50
36 128 50
36 141 50
36 142 50
36 145 50
36 158 50
36 171 50
36 174 50
36 209 50
36 214 50
36 215 50
36 241 50
36 259 50
36 260 50
36 269 50
36 281 50
36 283 50
36 291 50
37 121 50
37 191 50
38 56 50
38 73 50
38 91 50
38 141 50
38 144 50
38 201 50
38 238 50
38 270 50
38 279 50
38 283 50
39 43 50
39 47 50
39 55 50
39 57 50
39 70 50
39 72 50
39 90 50
39 92 50
39 94 50
39 104 50
39 109 50
39 115 50
39 123 50
39 124 50
39 126 50
39 132 50
39 137 50
39 138 50
39 147 50
39 156 50
39 160 50
39 164 50
39 179 50
39 183 50
39 184 50
39 205 50
39 222 50
39 233 50
39 236 50
39 245 50
39 255 50
39 274 50
40 77 50
40 141 50
40 259 50
41 120 50
42 101 50
42 136 50
42 161 50
43 47 50
43 55 50
43 57 50
43 67 50
43 70 50
43 72 50
43 75 50
43 76 50
43 90 50
43 92 50
43 94 50
43 95 50
43 98 50
43 100 50
43 104 50
43 109 50
43 115 50
43 119 50
43 123 50
43 124 50
43 126 50
43 132 50
43 136 50
43 137 50
43 138 50
43 146 50
43 147 50
43 156 50
43 160 50
43 164 25
43 179 50
43 183 50
43 184 50
43 185 50
43 205 50
43 219 50
43 222 50
43 224 50
43 233 50
43 236 50
43 245 50
43 254 50
43 255 50
43 274 50
44 123 50
44 138 50
44 207 50
44 281 50
45 48 50
45 61 50
45 79 16
45 80 50
45 131 50
45 139 50
46 97 50
46 198 50
47 55 50
47 57 50
47 70 50
47 72 50
47 90 50
47 92 50
47 94 50
47 104 50
47 109 50
47 115 50
47 123 50
47 124 50
47 126 50
47 132 50
47 137 50
47 138 50
47 147 50
47 156 50
47 160 50
47 164 50
47 179 50
47 183 50
47 184 50
47 205 50
47 222 50
47 233 50
47 236 50
47 245 50
47 255 50
47 274 50
48 61 50
48 79 50
48 80 50
48 127 50
48 131 50
48 139 50
49 65 50
49 82 50
49 175 50
49 199 50
49 203 50
49 220 50
49 229 50
49 231 50
49 276 50
50 60 50
50 72 50
50 88 50
50 92 50
50 96 50
50 105 50
50 125 50
50 138 50
50 143 50
50 152 50
50 153 50
50 154 50
50 161 50
50 169 50
50 174 50
50 184 50
50 186 50
50 236 50
50 263 50
50 265 50
50 267 50
50 268 50
51 191 50
51 237 50
52 84 50
52 86 50
52 112 50
52 114 50
52 117 50
52 128 50
52 141 50
52 142 50
52 145 50
52 158 50
52 174 50
52 209 50
52 214 50
52 215 50
52 241 50
52 259 50
52 260 50
52 269 50
52 281 50
52 283 50
52 291 50
53 54 50
53 68 50
53 83 50
53 99 50
53 105 50
53 106 50
53 115 50
53 120 50
53 152 50
53 165 50
53 168 50
53 175 50
53 182 50
53 188 50
53 190 50
53 193 50
53 196 50
53 231 50
53 245 50
53 248 50
53 260 50
53 266 50
53 284 50
54 68 50
54 83 50
54 99 50
54 105 50
54 106 50
54 114 50
54 115 50
54 120 50
54 152 50
54 165 50
54 168 50
54 175 50
54 182 50
54 188 50
54 190 50
54 193 50
54 231 50
54 245 50
54 248 50
54 260 50
54 266 50
54 284 50
55 57 50
55 70 50
55 72 50
55 90 50
55 92 50
55 94 50
55 104 50
55 109 50
55 115 50
55 123 50
55 124 50
55 126 50
55 132 50
55 137 50
55 138 50
55 147 50
55 156 50
55 160 50
55 164 50
55 179 50
55 183 50
55 184 50
55 205 50
55 222 50
55 233 50
55 236 50
55 245 50
55 255 50
55 272 50
55 274 50
56 91 50
56 111 50
56 118 50
56 172 50
56 204 50
56 247 50
56 270 50
56 283 50
57 70 50
57 72 50
57 90 50
57 92 50
57 94 50
57 104 50
57 109 50
57 115 50
57 123 50
57 124 50
57 126 50
57 132 50
57 137 50
57 138 50
57 147 50
57 156 50
57 160 50
57 164 50
57 179 50
57 183 50
57 184 50
57 205 50
57 222 50
57 233 50
57 236 50
57 245 50
57 255 50
57 274 50
58 207 50
58 212 50
58 270 50
59 221 50
60 72 50
60 88 50
60 92 50
60 96 50
60 125 50
60 138 50
60 143 50
60 152 50
60 153 50
60 154 50
60 161 50
60 169 50
60 174 50
60 184 50
60 186 50
60 236 50
60 263 50
60 265 50
60 267 50
60 268 50
61 79 50
61 80 50
61 131 50
61 139 50
63 95 50
63 272 50
63 275 50
64 207 50
65 82 50
65 175 50
65 199 50
65 203 50
65 220 50
65 229 50
65 231 50
65 276 50
66 107 50
66 152 50
66 262 50
66 286 50
67 75 50
67 76 50
67 95 50
67 98 50
67 100 50
67 102 50
67 119 50
67 136 50
67 146 50
67 164 50
67 185 50
67 219 50
67 224 50
67 254 50
68 83 50
68 99 50
68 105 50
68 106 50
68 115 50
68 120 50
68 152 50
68 165 50
68 168 50
68 175 50
68 182 50
68 188 50
68 190 50
68 193 50
68 231 50
68 245 50
68 248 50
68 260 50
68 266 50
68 284 50
69 73 50
69 137 50
69 149 50
69 167 50
69 173 50
69 192 50
69 199 50
69 235 50
69 250 50
69 278 50
70 72 25
70 90 50
70 92 50
70 94 50
70 104 50
70 109 50
70 115 50
70 123 50
70 124 50
70 126 50
70 132 50
70 137 50
70 138 50
70 147 50
70 156 50
70 160 50
70 164 50
70 179 50
70 183 50
70 184 50
70 205 50
70 222 50
70 233 50
70 236 50
70 245 50
70 255 50
70 274 50
71 75 50
71 197 25
72 88 50
72 90 50
72 92 25
72 94 50
72 96 50
72 104 50
72 109 50
72 115 50
72 123 50
72 124 50
72 125 50
72 126 50
72 132 50
72 137 50
72 138 25
72 143 50
72 147 25
72 152 50
72 153 50
72 154 50
72 156 50
72 160 50
72 161 50
72 164 50
72 169 50
72 174 50
72 179 50
72 183 50
72 184 25
72 186 50
72 205 50
72 222 50
72 232 50
72 233 50
72 236 25
72 245 50
72 255 50
72 263 50
72 265 50
72 267 50
72 268 50
72 274 50
73 122 25
73 137 50
73 144 50
73 167 50
73 190 50
73 192 50
73 211 50
73 227 50
73 238 50
73 278 50
74 88 50
74 159 50
74 268 50
75 76 50
75 95 50
75 98 50
75 100 50
75 119 50
75 136 50
75 138 50
75 146 50
75 164 50
75 185 50
75 197 50
75 219 50
75 224 50
75 230 50
75 235 50
75 254 50
76 95 25
76 98 50
76 100 50
76 119 50
76 136 50
76 146 50
76 150 50
76 156 50
76 164 50
76 185 50
76 187 50
76 219 50
76 224 50
76 254 50
76 260 50
77 141 50
77 163 50
77 196 50
77 259 50
78 89 50
79 80 50
79 131 50
79 139 50
80 131 50
80 139 50
81 102 50
81 163 50
81 202 50
81 244 50
81 252 50
82 175 50
82 199 50
82 203 50
82 220 50
82 229 50
82 231 50
82 276 50
83 99 50
83 105 50
83 106 50
83 115 50
83 120 50
83 152 50
83 165 50
83 168 50
83 175 50
83 182 50
83 188 50
83 190 50
83 193 50
83 231 50
83 245 50
83 248 50
83 260 50
83 266 50
83 284 50
84 86 50
84 112 50
84 114 50
84 117 50
84 128 50
84 137 50
84 141 50
84 142 50
84 145 50
84 158 50
84 174 50
84 209 50
84 210 50
84 214 50
84 215 50
84 241 50
84 250 50
84 259 50
84 260 50
84 269 50
84 271 50
84 281 50
84 283 50
84 291 50
85 180 50
85 194 50
85 242 50
85 258 50
85 287 50
86 112 50
86 114 50
86 117 50
86 128 50
86 141 50
86 142 50
86 145 50
86 158 50
86 174 50
86 209 50
86 214 50
86 215 50
86 241 50
86 259 50
86 260 50
86 269 50
86 281 50
86 283 50
86 291 50
87 244 50
88 92 50
88 96 50
88 125 50
88 138 50
88 143 50
88 152 50
88 153 50
88 154 50
88 159 50
88 161 50
88 169 50
88 174 50
88 184 50
88 186 50
88 196 50
88 236 50
88 263 50
88 265 50
88 267 50
88 268 25
90 92 50
90 94 50
90 104 50
90 109 50
90 115 50
90 123 50
90 124 50
90 126 50
90 132 50
90 137 50
90 138 50
90 147 50
90 156 50
90 160 50
90 164 50
90 179 50
90 183 50
90 184 50
90 205 50
90 222 50
90 233 50
90 236 50
90 245 50
90 255 50
90 274 50
91 133 50
91 157 50
91 228 50
91 270 50
91 283 50
92 94 50
92 96 50
92 104 50
92 109 50
92 112 50
92 115 50
92 123 50
92 124 50
92 125 50
92 126 50
92 132 50
92 137 50
92 138 25
92 143 50
92 147 50
92 152 50
92 153 50
92 154 50
92 156 50
92 160 50
92 161 50
92 164 50
92 169 50
92 174 50
92 179 50
92 183 25
92 184 25
92 186 50
92 205 50
92 209 50
92 214 50
92 222 50
92 233 50
92 236 25
92 245 50
92 255 50
92 263 50
92 265 50
92 267 50
92 268 50
92 274 50
93 218 50
93 242 50
94 104 50
94 109 50
94 115 50
94 123 50
94 124 50
94 126 50
94 132 50
94 137 50
94 138 50
94 147 50
94 156 50
94 160 50
94 164 50
94 179 50
94 183 50
94 184 50
94 205 50
94 222 50
94 233 50
94 236 50
94 245 50
94 255 50
94 274 50
95 98 50
95 100 50
95 119 50
95 136 50
95 146 50
95 164 50
95 185 50
95 219 50
95 224 50
95 254 50
95 260 50
95 272 50
95 275 50
96 125 50
96 138 50
96 143 50
96 152 50
96 153 50
96 154 50
96 161 50
96 169 50
96 174 50
96 184 50
96 186 50
96 236 50
96 263 50
96 265 50
96 267 50
96 268 50
97 139 50
97 211 50
98 100 50
98 119 50
98 136 50
98 146 50
98 164 50
98 185 50
98 219 50
98 224 50
98 237 50
98 254 50
98 288 50
99 105 50
99 106 50
99 115 50
99 120 50
99 152 50
99 165 50
99 168 50
99 175 50
99 182 50
99 188 50
99 190 50
99 193 50
99 231 50
99 245 50
99 248 50
99 260 50
99 266 50
99 284 50
100 119 50
100 135 50
100 136 50
100 146 50
100 164 50
100 166 50
100 185 50
100 219 50
100 224 50
100 254 50
101 136 50
101 161 50
101 173 50
102 163 50
102 202 50
102 244 50
103 180 50
103 261 50
103 279 50
104 109 50
104 115 50
104 123 50
104 124 50
104 126 50
104 132 50
104 137 50
104 138 50
104 147 50
104 156 50
104 160 50
104 164 50
104 179 50
104 183 50
104 184 50
104 205 50
104 222 50
104 233 50
104 236 50
104 245 50
104 255 50
104 274 50
105 106 50
105 115 50
105 120 50
105 152 50
105 165 25
105 168 50
105 175 50
105 182 50
105 188 50
105 190 50
105 193 50
105 213 50
105 231 50
105 245 50
105 248 50
105 260 50
105 266 50
105 284 50
106 115 50
106 120 50
106 152 50
106 165 50
106 168 50
106 175 50
106 182 50
106 188 50
106 190 50
106 193 50
106 231 50
106 245 50
106 248 50
106 260 50
106 266 50
106 284 50
107 130 50
107 152 50
107 206 50
107 262 50
107 286 50
107 292 50
108 120 50
108 177 16
109 113 50
109 115 50
109 116 50
109 119 50
109 123 50
109 124 50
109 126 50
109 129 50
109 132 50
109 137 50
109 138 50
109 144 50
109 147 50
109 156 50
109 160 50
109 164 50
109 179 50
109 183 50
109 184 50
109 205 25
109 219 50
109 222 50
109 232 50
109 233 50
109 234 50
109 236 50
109 245 50
109 255 50
109 274 50
109 291 50
110 134 50
110 198 50
111 172 50
111 204 50
111 247 50
112 114 50
112 117 50
112 128 50
112 141 50
112 142 50
112 145 50
112 158 50
112 174 50
112 209 50
112 214 50
112 215 50
112 241 50
112 259 50
112 260 50
112 269 50
112 281 50
112 283 50
112 291 50
113 144 50
114 117 50
114 128 50
114 141 50
114 142 50
114 145 50
114 158 25
114 174 50
114 209 50
114 214 50
114 215 50
114 241 50
114 259 50
114 260 50
114 269 50
114 281 50
114 283 50
114 291 50
115 120 50
115 123 50
115 124 50
115 126 50
115 132 50
115 137 50
115 138 50
115 147 50
115 152 50
115 156 50
115 160 50
115 164 50
115 165 50
115 168 50
115 175 50
115 179 50
115 182 50
115 183 50
115 184 50
115 188 50
115 190 50
115 193 50
115 205 50
115 222 50
115 231 50
115 233 50
115 236 50
115 245 25
115 248 50
115 255 50
115 260 50
115 266 50
115 274 50
115 284 50
116 119 50
116 129 50
116 181 50
116 205 50
116 219 50
116 232 50
116 234 50
116 291 50
117 128 50
117 141 50
117 142 50
117 145 50
117 158 50
117 170 50
117 174 50
117 209 50
117 214 50
117 215 50
117 241 50
117 259 50
117 260 50
117 269 50
117 281 50
117 283 50
117 291 50
119 129 50
119 136 50
119 146 50
119 164 50
119 185 50
119 205 50
119 219 25
119 224 50
119 232 50
119 234 50
119 254 50
119 291 50
120 152 50
120 165 50
120 168 50
120 175 50
120 177 50
120 182 50
120 188 50
120 190 50
120 193 50
120 231 50
120 245 50
120 248 50
120 260 50
120 266 50
120 284 50
121 127 50
121 191 50
121 206 50
121 277 50
123 124 50
123 126 50
123 132 50
123 137 50
123 138 50
123 147 50
123 156 50
123 160 50
123 164 50
123 179 50
123 183 50
123 184 50
123 205 50
123 222 50
123 233 50
123 236 50
123 245 50
123 255 50
123 274 50
124 126 50
124 132 50
124 137 50
124 138 50
124 147 50
124 156 50
124 160 50
124 164 50
124 167 50
124 179 50
124 183 50
124 184 50
124 205 50
124 222 50
124 233 50
124 236 50
124 245 50
124 255 50
124 274 50
125 138 50
125 143 50
125 152 50
125 153 50
125 154 50
125 161 50
125 169 50
125 174 50
125 184 50
125 186 50
125 189 50
125 230 50
125 236 50
125 263 50
125 265 50
125 267 50
125 268 50
126 132 50
126 137 50
126 138 50
126 147 50
126 156 50
126 160 50
126 164 50
126 179 50
126 183 50
126 184 50
126 205 50
126 222 50
126 233 50
126 236 50
126 245 50
126 255 50
126 274 50
127 206 50
127 277 50
128 141 50
128 142 50
128 145 50
128 158 50
128 174 50
128 209 50
128 214 50
128 215 25
128 241 50
128 259 25
128 260 50
128 269 50
128 281 50
128 282 50
128 283 50
128 291 50
129 205 50
129 219 50
129 232 50
129 234 50
129 251 50
129 291 50
130 168 50
130 206 50
130 292 50
131 139 50
132 137 50
132 138 50
132 147 50
132 156 50
132 160 50
132 164 50
132 179 50
132 183 50
132 184 50
132 205 50
132 222 50
132 233 50
132 236 50
132 245 50
132 255 50
132 274 50
133 157 50
133 228 50
133 264 50
134 170 50
134 173 50
134 239 50
135 262 50
136 146 50
136 161 50
136 164 50
136 185 25
136 219 50
136 224 50
136 254 50
136 273 50
137 138 50
137 147 50
137 156 50
137 160 50
137 164 50
137 167 50
137 179 50
137 183 50
137 184 50
137 192 50
137 205 50
137 210 50
137 222 50
137 228 50
137 233 50
137 236 50
137 245 50
137 250 50
137 255 50
137 274 25
137 278 50
138 143 50
138 147 50
138 152 50
138 153 50
138 154 50
138 156 50
138 160 50
138 161 50
138 164 50
138 169 50
138 174 50
138 179 50
138 183 50
138 184 25
138 186 50
138 205 50
138 207 50
138 222 50
138 230 50
138 233 50
138 235 50
138 236 25
138 242 50
138 245 50
138 255 50
138 263 50
138 265 50
138 267 50
138 268 50
138 274 50
138 281 50
139 141 50
139 144 50
139 211 50
139 241 50
139 249 50
140 217 50
140 226 25
140 250 50
141 142 50
141 144 50
141 145 50
141 158 50
141 174 50
141 209 50
141 214 50
141 215 50
141 241 25
141 249 50
141 259 25
141 260 50
141 269 50
141 281 50
141 283 50
141 291 50
142 145 50
142 158 50
142 174 50
142 185 50
142 209 50
142 214 50
142 215 50
142 241 50
142 259 50
142 260 50
142 269 50
142 281 50
142 283 50
142 291 50
143 152 50
143 153 50
143 154 50
143 161 50
143 169 50
143 174 50
143 184 50
143 186 25
143 236 50
143 263 50
143 265 50
143 267 50
143 268 50
144 238 50
144 241 50
144 249 50
145 158 50
145 174 50
145 209 50
145 214 50
145 215 50
145 241 50
145 259 50
145 260 50
145 269 50
145 281 50
145 283 50
145 291 50
146 156 50
146 164 50
146 185 50
146 219 50
146 224 50
146 254 50
147 156 50
147 160 50
147 164 50
147 179 50
147 183 50
147 184 50
147 205 50
147 222 50
147 232 50
147 233 50
147 236 50
147 245 50
147 255 50
147 274 50
148 183 50
149 199 50
150 156 50
150 187 50
151 206 50
151 258 50
152 153 50
152 154 50
152 161 50
152 165 50
152 168 50
152 169 50
152 174 50
152 175 50
152 182 50
152 184 50
152 186 50
152 188 50
152 190 50
152 193 50
152 231 50
152 236 50
152 245 50
152 248 50
152 260 50
152 262 50
152 263 50
152 265 50
152 266 50
152 267 50
152 268 50
152 284 50
152 286 50
153 154 50
153 161 50
153 169 50
153 174 50
153 184 50
153 186 50
153 236 50
153 263 50
153 265 50
153 267 50
153 268 50
154 161 50
154 164 50
154 169 50
154 174 50
154 184 50
154 186 50
154 236 50
154 263 50
154 265 50
154 267 50
154 268 50
155 176 25
155 183 50
155 233 50
156 160 50
156 164 50
156 179 50
156 183 50
156 184 50
156 187 50
156 205 50
156 222 50
156 233 50
156 236 50
156 245 50
156 255 50
156 274 50
157 228 50
157 283 50
158 174 50
158 209 50
158 214 50
158 215 50
158 241 50
158 259 50
158 260 50
158 269 50
158 281 50
158 283 50
158 291 50
159 268 50
160 164 50
160 179 50
160 183 50
160 184 50
160 205 50
160 222 50
160 233 50
160 236 50
160 245 50
160 255 50
160 274 50
161 169 50
161 174 50
161 184 50
161 186 50
161 236 50
161 263 50
161 265 50
161 267 50
161 268 50
162 223 50
162 238 50
163 196 50
163 202 50
163 244 50
164 179 50
164 183 50
164 184 50
164 185 50
164 205 50
164 219 50
164 222 50
164 224 50
164 233 50
164 236 50
164 245 50
164 254 50
164 255 50
164 274 50
165 168 50
165 175 50
165 182 50
165 188 50
165 190 50
165 193 50
165 213 50
165 231 50
165 245 50
165 248 50
165 260 50
165 266 50
165 284 50
167 192 50
167 278 50
168 175 50
168 182 50
168 188 50
168 190 50
168 193 50
168 231 50
168 245 50
168 248 50
168 260 50
168 266 50
168 284 50
169 174 50
169 184 50
169 186 50
169 236 25
169 263 50
169 265 50
169 267 50
169 268 50
171 192 50
171 207 50
171 271 25
171 289 50
172 204 50
172 247 50
173 239 50
174 184 50
174 186 50
174 209 50
174 214 50
174 215 50
174 236 50
174 241 50
174 259 50
174 260 50
174 263 50
174 265 50
174 267 50
174 268 50
174 269 50
174 281 50
174 283 50
174 291 50
175 182 50
175 188 50
175 190 50
175 193 50
175 199 50
175 203 50
175 220 50
175 229 50
175 231 25
175 245 50
175 248 50
175 260 50
175 266 50
175 276 50
175 283 50
175 284 50
175 290 50
176 183 50
176 233 50
178 281 50
179 183 50
179 184 50
179 205 50
179 222 50
179 233 50
179 236 50
179 245 50
179 255 50
179 274 50
180 242 50
180 258 50
182 188 50
182 190 50
182 193 50
182 231 50
182 245 25
182 248 50
182 251 50
182 260 50
182 266 50
182 284 50
183 184 50
183 205 50
183 209 50
183 214 50
183 222 50
183 233 25
183 236 50
183 245 50
183 255 50
183 274 50
184 186 50
184 205 50
184 222 50
184 233 50
184 236 25
184 245 50
184 255 50
184 263 50
184 265 50
184 267 50
184 268 50
184 274 50
185 219 50
185 224 50
185 249 50
185 254 50
186 236 50
186 263 50
186 265 50
186 267 50
186 268 50
187 195 50
187 264 50
188 190 50
188 193 50
188 231 50
188 245 50
188 248 50
188 260 50
188 266 50
188 284 50
189 230 50
190 193 50
190 211 50
190 219 50
190 227 50
190 231 50
190 245 50
190 248 50
190 260 50
190 266 50
190 284 50
191 237 25
192 207 50
192 225 50
192 271 16
192 278 50
192 289 50
193 231 50
193 245 50
193 248 50
193 260 50
193 266 50
193 283 50
193 284 50
194 287 50
195 253 50
195 257 50
195 264 50
199 203 50
199 220 50
199 229 50
199 231 50
199 276 50
200 236 50
200 254 50
201 279 50
202 244 50
203 220 50
203 229 50
203 231 50
203 276 50
204 247 50
205 219 50
205 222 50
205 232 50
205 233 50
205 234 50
205 236 50
205 245 50
205 255 50
205 274 50
205 291 50
206 258 50
206 277 50
206 292 50
207 271 50
207 281 50
207 289 50
209 214 25
209 215 50
209 241 50
209 259 50
209 260 50
209 269 50
209 281 50
209 283 50
209 291 50
210 250 50
211 227 50
212 270 50
214 215 50
214 241 50
214 259 50
214 260 50
214 269 50
214 281 50
214 283 50
214 291 50
215 241 50
215 259 25
215 260 50
215 269 50
215 281 50
215 282 50
215 283 50
215 291 50
216 262 50
217 226 50
217 250 50
218 242 50
219 224 50
219 232 50
219 234 50
219 254 50
219 291 50
220 229 50
220 231 50
220 276 50
221 249 50
222 233 50
222 236 50
222 245 50
222 255 50
222 274 50
223 238 50
224 254 50
224 267 50
225 271 50
226 250 50
229 231 50
229 276 50
230 235 50
231 245 50
231 248 50
231 260 50
231 266 50
231 276 50
231 284 50
232 234 50
232 291 50
233 236 50
233 245 50
233 255 50
233 274 50
234 291 50
235 250 50
236 245 50
236 254 50
236 255 50
236 263 50
236 265 50
236 267 50
236 268 50
236 274 50
237 288 50
241 249 50
241 259 50
241 260 50
241 269 50
241 281 50
241 283 50
241 291 50
242 258 50
243 289 50
245 248 50
245 251 50
245 255 50
245 260 50
245 266 50
245 274 50
245 284 50
246 286 50
248 260 50
248 266 50
248 284 50
253 257 50
255 274 50
256 258 50
259 260 50
259 269 50
259 281 50
259 282 50
259 283 50
259 291 50
260 262 50
260 266 50
260 269 50
260 281 50
260 283 50
260 284 50
260 291 50
262 263 50
262 275 50
262 280 50
262 286 50
263 265 50
263 267 50
263 268 50
265 267 50
265 268 50
266 284 50
267 268 50
269 281 50
269 283 50
269 291 50
270 283 50
271 289 50
272 275 50
273 284 50
273 285 50
275 280 50
281 283 50
281 291 50
283 291 50
284 285 50
