334 2508
31 39 50
31 43 50
31 55 50
31 56 50
31 81 50
31 90 50
31 106 50
31 127 50
31 139 50
31 146 50
31 189 50
31 195 50
31 205 50
31 208 50
31 209 50
31 214 50
31 236 50
31 248 50
31 254 50
31 262 50
31 272 50
31 283 50
31 287 50
31 289 50
31 298 50
32 45 50
32 131 50
32 209 50
32 223 50
33 46 50
33 124 50
34 114 50
34 122 50
35 49 50
35 224 50
36 177 50
36 202 50
36 319 50
37 296 50
38 82 50
38 98 50
38 99 50
38 132 50
38 143 50
38 198 50
38 200 50
38 253 50
38 270 50
39 40 50
39 43 8
39 55 50
39 56 50
39 81 50
39 90 50
39 105 50
39 106 50
39 115 50
39 121 50
39 133 50
39 139 50
39 146 50
39 188 50
39 189 50
39 195 50
39 205 50
39 208 25
39 209 50
39 213 50
39 214 50
39 219 50
39 221 50
39 225 50
39 236 50
39 248 50
39 254 50
39 262 50
39 272 50
39 283 50
39 287 50
39 289 50
39 294 50
39 298 50
39 304 50
39 312 50
39 314 50
39 320 50
39 321 50
39 328 50
40 43 50
40 115 50
40 133 50
40 208 50
40 213 50
40 219 50
40 221 50
40 225 50
40 294 50
40 304 50
40 312 50
40 314 50
40 321 50
41 120 50
41 297 50
42 113 50
42 117 50
43 55 50
43 56 50
43 81 50
43 90 50
43 105 50
43 106 50
43 115 50
43 121 50
43 133 50
43 139 50
43 146 50
43 188 50
43 189 50
43 195 50
43 205 50
43 208 25
43 209 50
43 213 50
43 214 50
43 219 50
43 221 50
43 225 50
43 236 50
43 248 50
43 254 50
43 262 50
43 272 50
43 283 50
43 287 50
43 289 50
43 294 50
43 298 50
43 304 50
43 312 50
43 314 50
43 320 50
43 321 50
43 328 50
44 46 50
44 54 50
44 204 50
44 311 50
45 46 50
45 127 50
45 134 50
45 209 50
45 223 50
45 296 50
45 318 50
46 54 50
46 124 50
46 127 50
46 134 50
46 204 50
46 296 50
46 311 50
46 318 50
47 53 50
47 55 50
47 59 50
47 61 50
47 62 50
47 76 50
47 82 50
47 89 50
47 99 50
47 135 50
47 138 50
47 141 50
47 142 50
47 148 50
47 165 50
47 166 50
47 168 50
47 169 50
47 171 50
47 172 50
47 175 50
47 192 50
47 227 50
47 228 50
47 231 50
47 232 50
47 237 50
47 241 50
47 242 50
47 260 50
47 282 50
47 285 50
47 287 50
47 289 50
48 211 50
48 325 50
49 117 50
49 124 50
49 135 50
49 224 50
49 235 50
50 85 50
50 96 50
51 57 50
51 119 50
51 212 50
51 216 50
51 257 50
51 278 50
51 279 50
51 304 50
51 316 50
52 64 50
52 150 25
52 161 50
52 173 50
52 271 50
52 326 50
53 55 50
53 59 50
53 61 50
53 62 50
53 76 50
53 82 50
53 89 50
53 99 50
53 135 50
53 138 25
53 141 50
53 142 50
53 148 50
53 165 50
53 166 50
53 168 50
53 169 50
53 171 50
53 172 50
53 175 50
53 192 50
53 227 50
53 228 50
53 231 50
53 232 50
53 237 50
53 241 50
53 242 50
53 260 50
53 282 50
53 285 50
53 287 50
53 289 50
54 204 50
54 279 50
54 311 50
55 56 50
55 59 50
55 61 50
55 62 50
55 71 50
55 76 50
55 81 50
55 82 50
55 89 50
55 90 50
55 99 50
55 106 50
55 135 50
55 138 50
55 139 50
55 141 50
55 142 50
55 146 25
55 148 50
55 165 50
55 166 50
55 168 50
55 169 50
55 171 50
55 172 50
55 175 50
55 189 50
55 192 50
55 195 50
55 205 50
55 208 50
55 209 50
55 214 50
55 227 50
55 228 50
55 231 50
55 232 50
55 236 50
55 237 50
55 241 50
55 242 50
55 248 50
55 254 50
55 260 50
55 262 50
55 272 50
55 282 50
55 283 50
55 285 50
55 287 25
55 289 25
55 298 50
56 81 50
56 90 50
56 106 50
56 139 50
56 146 50
56 160 50
56 189 25
56 195 50
56 205 50
56 208 50
56 209 50
56 214 50
56 236 50
56 248 50
56 254 50
56 262 50
56 272 50
56 283 50
56 287 50
56 289 50
56 298 50
57 67 50
57 105 50
57 119 50
57 136 50
57 161 50
57 212 50
57 216 50
57 257 50
57 278 50
57 279 50
57 304 50
57 309 50
57 317 50
57 322 50
58 73 50
58 126 50
58 135 50
58 233 50
58 280 50
59 61 50
59 62 50
59 76 50
59 82 50
59 89 50
59 99 50
59 135 50
59 138 25
59 141 50
59 142 50
59 148 50
59 165 50
59 166 50
59 168 50
59 169 50
59 171 50
59 172 50
59 175 50
59 192 50
59 198 50
59 227 50
59 228 50
59 231 50
59 232 50
59 237 50
59 241 50
59 242 50
59 260 50
59 282 50
59 285 50
59 287 50
59 289 50
60 83 50
60 129 50
60 245 50
61 62 50
61 76 50
61 82 50
61 89 50
61 99 50
61 135 50
61 138 50
61 141 50
61 142 50
61 148 50
61 165 50
61 166 50
61 168 50
61 169 50
61 171 50
61 172 50
61 175 50
61 192 50
61 227 50
61 228 50
61 231 50
61 232 50
61 237 50
61 241 50
61 242 50
61 260 50
61 282 50
61 285 50
61 287 50
61 289 50
62 76 50
62 82 50
62 89 50
62 99 50
62 135 50
62 138 50
62 141 50
62 142 50
62 148 25
62 165 50
62 166 50
62 168 50
62 169 50
62 171 50
62 172 50
62 175 50
62 192 50
62 227 50
62 228 50
62 231 50
62 232 50
62 237 50
62 241 50
62 242 50
62 260 50
62 282 50
62 285 50
62 287 50
62 289 50
63 68 50
63 77 50
63 79 50
63 80 50
63 81 50
63 83 50
63 86 50
63 105 50
63 143 50
63 145 50
63 147 50
63 151 50
63 153 50
63 156 50
63 167 50
63 229 50
63 234 50
63 238 50
63 240 50
63 243 50
63 245 50
63 281 50
63 284 50
63 286 50
63 291 50
63 292 50
63 315 50
64 150 50
64 161 50
64 173 50
64 271 50
64 326 50
65 186 50
65 264 50
66 135 50
66 163 50
66 167 50
66 169 50
66 239 50
67 105 50
67 136 50
67 161 50
67 215 50
67 226 50
67 290 50
68 77 50
68 79 50
68 80 50
68 81 50
68 83 50
68 86 50
68 105 50
68 143 50
68 145 50
68 147 50
68 151 50
68 153 50
68 156 50
68 167 50
68 229 50
68 234 25
68 238 50
68 240 50
68 245 50
68 281 50
68 284 50
68 286 50
68 291 25
68 292 50
68 315 50
69 241 50
70 185 50
70 236 50
71 146 50
71 253 50
72 89 50
72 91 50
72 93 50
72 95 50
72 102 50
72 135 50
72 138 50
72 155 50
72 157 25
72 190 50
72 193 50
72 201 50
72 206 50
72 209 50
72 228 50
72 231 50
72 238 50
72 255 50
72 259 50
72 331 50
73 135 50
73 137 50
73 255 50
73 280 50
74 159 25
74 227 50
74 241 50
75 266 50
76 82 50
76 89 50
76 99 50
76 135 50
76 138 50
76 141 50
76 142 50
76 148 50
76 165 50
76 166 50
76 168 50
76 169 50
76 171 50
76 172 50
76 175 50
76 186 50
76 192 50
76 227 50
76 228 50
76 231 50
76 232 50
76 237 50
76 241 50
76 242 50
76 260 50
76 282 50
76 285 50
76 287 50
76 289 50
77 79 50
77 80 50
77 81 50
77 83 50
77 86 50
77 105 50
77 143 50
77 145 50
77 147 50
77 151 25
77 153 50
77 156 50
77 167 50
77 205 50
77 229 50
77 234 50
77 238 50
77 240 50
77 245 50
77 281 50
77 284 50
77 286 50
77 291 50
77 292 50
77 315 50
78 108 50
78 148 50
78 158 50
78 188 50
78 196 50
78 220 50
78 233 50
78 239 50
78 273 16
78 293 50
79 80 50
79 81 50
79 83 50
79 86 50
79 88 50
79 105 50
79 143 50
79 145 50
79 147 50
79 151 50
79 153 50
79 156 50
79 167 50
79 179 50
79 229 50
79 234 50
79 238 50
79 240 50
79 245 50
79 246 50
79 256 50
79 257 50
79 281 50
79 284 25
79 286 50
79 291 25
79 292 50
79 315 50
79 322 50
80 81 50
80 83 50
80 86 50
80 105 50
80 143 50
80 145 50
80 147 50
80 151 50
80 153 25
80 156 50
80 167 50
80 229 50
80 231 50
80 234 50
80 238 50
80 240 50
80 241 50
80 245 50
80 281 50
80 284 50
80 286 50
80 291 50
80 292 50
80 315 50
81 83 50
81 86 50
81 90 50
81 105 50
81 106 50
81 139 50
81 143 50
81 145 50
81 146 50
81 147 50
81 151 50
81 153 50
81 156 50
81 167 50
81 189 50
81 191 50
81 195 50
81 205 50
81 208 50
81 209 50
81 214 50
81 229 50
81 234 50
81 236 50
81 238 50
81 240 50
81 245 50
81 248 50
81 254 50
81 262 50
81 264 50
81 272 50
81 281 50
81 283 50
81 284 50
81 286 50
81 287 50
81 289 50
81 291 50
81 292 50
81 298 50
81 315 50
82 89 50
82 98 50
82 99 25
82 135 50
82 138 50
82 141 50
82 142 50
82 143 50
82 148 50
82 165 50
82 166 50
82 168 50
82 169 50
82 171 50
82 172 50
82 175 50
82 192 50
82 198 50
82 200 50
82 227 50
82 228 50
82 231 50
82 232 50
82 237 50
82 241 50
82 242 50
82 253 50
82 260 50
82 270 50
82 282 50
82 285 50
82 287 50
82 289 50
83 86 50
83 105 50
83 143 50
83 145 50
83 147 50
83 151 50
83 153 50
83 156 50
83 167 50
83 229 50
83 234 50
83 238 50
83 240 50
83 245 25
83 281 50
83 284 50
83 286 50
83 291 50
83 292 50
83 315 50
84 129 50
84 154 50
84 247 50
84 327 50
85 96 50
86 105 50
86 143 50
86 145 50
86 147 50
86 151 50
86 153 50
86 156 50
86 167 50
86 180 50
86 229 50
86 234 50
86 238 50
86 240 50
86 245 50
86 281 50
86 284 50
86 286 50
86 291 50
86 292 50
86 315 50
86 323 50
87 94 50
87 98 50
87 111 50
87 142 50
87 165 50
87 181 50
87 191 50
87 200 50
87 203 50
87 264 50
87 267 50
87 268 50
87 280 50
87 328 50
88 256 50
88 291 50
89 91 50
89 93 50
89 95 50
89 99 50
89 102 50
89 135 25
89 138 25
89 141 50
89 142 50
89 148 50
89 155 50
89 157 50
89 165 50
89 166 50
89 168 50
89 169 50
89 171 50
89 172 50
89 175 50
89 181 50
89 190 50
89 192 50
89 193 50
89 201 25
89 206 50
89 209 50
89 227 50
89 228 25
89 231 25
89 232 50
89 237 50
89 238 50
89 241 50
89 242 50
89 255 50
89 259 50
89 260 50
89 282 50
89 285 50
89 287 50
89 289 50
89 331 50
90 106 50
90 139 50
90 146 50
90 189 50
90 195 50
90 205 50
90 208 50
90 209 50
90 214 50
90 236 50
90 248 50
90 254 50
90 262 50
90 272 50
90 283 50
90 287 50
90 289 50
90 298 50
91 93 50
91 95 50
91 100 50
91 102 25
91 135 50
91 138 50
91 155 50
91 157 50
91 190 50
91 193 50
91 201 50
91 206 50
91 209 50
91 217 50
91 228 50
91 231 50
91 238 50
91 255 50
91 259 50
91 331 50
92 239 50
93 95 50
93 102 50
93 135 50
93 138 50
93 155 50
93 157 50
93 190 50
93 193 50
93 201 50
93 206 50
93 209 50
93 228 50
93 231 50
93 238 50
93 255 50
93 259 50
93 331 50
94 98 50
94 111 50
94 142 50
94 152 50
94 165 50
94 178 50
94 181 50
94 191 50
94 200 50
94 203 50
94 264 50
94 267 50
94 268 50
94 274 50
94 280 50
94 328 50
95 102 50
95 135 50
95 138 50
95 155 50
95 157 50
95 162 50
95 170 50
95 190 50
95 193 50
95 201 50
95 204 50
95 206 50
95 209 50
95 228 50
95 231 50
95 238 50
95 255 50
95 259 50
95 329 50
95 331 50
96 143 50
97 107 50
97 250 50
97 256 50
97 258 50
97 261 50
97 275 50
97 288 50
98 99 50
98 111 50
98 142 50
98 143 50
98 165 50
98 181 50
98 191 50
98 198 50
98 200 25
98 203 50
98 253 50
98 262 50
98 264 50
98 267 50
98 268 50
98 270 50
98 280 50
98 328 50
99 135 50
99 138 50
99 141 50
99 142 50
99 143 50
99 148 50
99 165 50
99 166 50
99 168 50
99 169 50
99 171 50
99 172 50
99 175 50
99 179 50
99 192 50
99 198 50
99 200 50
99 227 50
99 228 50
99 231 50
99 232 50
99 237 50
99 241 50
99 242 50
99 251 50
99 253 50
99 260 50
99 270 50
99 282 50
99 285 50
99 287 50
99 289 50
100 102 50
100 217 50
101 177 50
101 215 50
101 308 50
102 135 50
102 138 50
102 155 50
102 157 50
102 190 50
102 193 50
102 201 50
102 206 50
102 209 50
102 217 50
102 228 50
102 231 50
102 238 50
102 250 50
102 255 50
102 259 50
102 329 50
102 331 50
103 333 50
104 176 50
104 179 50
104 220 50
105 136 50
105 143 50
105 145 50
105 147 50
105 151 50
105 153 50
105 156 50
105 161 50
105 167 50
105 188 50
105 195 50
105 229 50
105 234 50
105 238 50
105 240 50
105 245 50
105 281 50
105 284 50
105 286 50
105 290 50
105 291 50
105 292 50
105 311 50
105 315 50
105 328 50
106 139 50
106 146 50
106 189 50
106 195 50
106 205 50
106 208 50
106 209 50
106 214 50
106 236 50
106 248 50
106 254 50
106 262 50
106 272 50
106 283 50
106 287 50
106 289 50
106 298 50
107 182 50
107 188 50
107 258 50
107 261 50
107 275 50
107 288 50
108 140 50
108 196 50
108 239 50
108 273 50
109 275 50
110 120 50
110 172 50
110 187 50
110 199 50
110 220 50
110 257 50
110 262 50
111 142 50
111 165 50
111 181 50
111 191 50
111 200 50
111 203 50
111 261 50
111 264 50
111 267 50
111 268 50
111 280 50
111 328 50
112 176 50
112 243 50
114 122 50
114 315 50
115 133 50
115 208 50
115 213 50
115 219 50
115 221 50
115 225 50
115 294 50
115 304 50
115 312 50
115 314 50
115 321 50
116 118 50
116 297 50
116 300 50
117 124 50
117 235 50
118 129 50
118 300 50
119 212 50
119 216 16
119 257 50
119 278 50
119 279 50
119 304 50
120 187 50
120 257 50
120 297 50
121 320 50
123 126 50
123 210 25
123 299 50
124 235 50
124 295 50
125 218 16
125 277 50
125 305 50
126 148 50
126 210 50
126 233 50
126 252 50
126 292 50
126 299 50
126 301 50
127 134 50
127 296 50
127 318 50
128 220 25
129 247 50
133 208 50
133 213 50
133 219 50
133 221 50
133 225 50
133 294 50
133 304 50
133 312 50
133 314 50
133 321 50
134 296 50
134 318 50
135 138 25
135 141 50
135 142 50
135 148 50
135 155 50
135 157 50
135 163 50
135 165 50
135 166 50
135 167 50
135 168 50
135 169 50
135 171 50
135 172 50
135 175 50
135 190 50
135 192 50
135 193 50
135 201 50
135 206 50
135 209 50
135 227 50
135 228 25
135 231 25
135 232 50
135 237 50
135 238 50
135 239 50
135 241 50
135 242 50
135 255 50
135 259 50
135 260 50
135 280 50
135 282 50
135 285 50
135 287 50
135 289 50
135 331 50
136 161 50
136 249 50
136 317 50
137 255 50
138 141 50
138 142 50
138 148 50
138 155 50
138 157 50
138 165 50
138 166 50
138 168 50
138 169 50
138 171 50
138 172 50
138 175 50
138 190 50
138 192 50
138 193 50
138 198 50
138 201 50
138 206 50
138 209 50
138 227 50
138 228 25
138 231 25
138 232 50
138 237 50
138 238 50
138 241 50
138 242 50
138 255 50
138 259 50
138 260 50
138 282 50
138 285 50
138 287 50
138 289 50
138 331 50
139 146 50
139 189 50
139 195 50
139 205 50
139 208 50
139 209 50
139 214 50
139 236 50
139 248 50
139 254 50
139 262 50
139 272 50
139 283 50
139 287 50
139 289 50
139 298 50
141 142 50
141 148 50
141 165 50
141 166 50
141 168 50
141 169 50
141 171 50
141 172 50
141 175 50
141 192 50
141 227 50
141 228 50
141 231 50
141 232 50
141 237 50
141 241 50
141 242 50
141 260 50
141 282 50
141 285 50
141 287 50
141 289 50
142 148 50
142 165 25
142 166 50
142 168 50
142 169 50
142 171 50
142 172 50
142 175 50
142 181 50
142 191 50
142 192 50
142 200 50
142 203 50
142 227 50
142 228 50
142 231 50
142 232 50
142 237 50
142 241 50
142 242 50
142 259 50
142 260 50
142 264 50
142 267 50
142 268 50
142 280 50
142 282 50
142 285 50
142 287 50
142 289 50
142 328 50
143 145 50
143 147 50
143 151 50
143 153 50
143 156 50
143 167 50
143 198 50
143 200 50
143 229 50
143 234 50
143 238 50
143 240 50
143 245 50
143 253 50
143 270 50
143 281 50
143 284 50
143 286 50
143 291 50
143 292 50
143 315 50
144 244 25
144 280 50
145 147 50
145 151 50
145 153 50
145 156 50
145 167 50
145 196 50
145 229 50
145 234 50
145 238 50
145 240 50
145 245 50
145 281 50
145 284 50
145 286 50
145 291 50
145 292 50
145 315 50
146 189 50
146 195 50
146 205 50
146 208 50
146 209 50
146 214 50
146 236 50
146 248 50
146 254 50
146 262 50
146 272 50
146 283 50
146 287 50
146 289 50
146 298 50
147 151 50
147 153 50
147 156 50
147 167 50
147 229 50
147 234 50
147 238 50
147 240 50
147 245 50
147 281 50
147 284 50
147 286 50
147 291 50
147 292 50
147 315 50
148 149 50
148 165 50
148 166 50
148 168 50
148 169 50
148 171 50
148 172 50
148 175 50
148 188 50
148 192 50
148 220 50
148 226 50
148 227 50
148 228 50
148 231 50
148 232 50
148 233 50
148 237 50
148 241 50
148 242 50
148 252 50
148 260 50
148 282 50
148 285 50
148 287 50
148 289 50
148 292 50
148 293 50
148 301 50
149 226 50
150 161 50
150 173 50
150 271 50
150 326 50
151 153 50
151 156 50
151 167 50
151 229 50
151 234 50
151 238 50
151 240 50
151 245 50
151 281 50
151 284 50
151 286 50
151 291 50
151 292 50
151 315 50
152 274 50
153 156 50
153 167 50
153 229 50
153 231 50
153 234 50
153 238 50
153 240 50
153 241 50
153 245 50
153 281 50
153 284 50
153 286 50
153 291 50
153 292 50
153 315 50
154 162 50
154 197 50
154 327 50
155 157 50
155 190 50
155 193 50
155 201 50
155 206 50
155 209 50
155 228 50
155 231 50
155 238 50
155 255 50
155 259 50
155 331 50
156 167 50
156 229 50
156 234 50
156 238 50
156 240 50
156 245 50
156 281 50
156 284 50
156 286 50
156 291 50
156 292 50
156 315 50
157 190 50
157 193 50
157 201 50
157 206 50
157 209 50
157 228 50
157 231 50
157 238 50
157 255 50
157 259 50
157 331 50
158 273 50
159 227 50
159 241 50
160 189 50
161 173 50
161 271 50
161 326 50
162 170 50
162 197 25
162 204 50
162 329 50
163 167 50
163 239 50
164 188 50
165 166 50
165 168 50
165 169 50
165 171 50
165 172 50
165 175 50
165 181 50
165 191 50
165 192 50
165 200 50
165 203 50
165 227 50
165 228 50
165 231 50
165 232 50
165 237 50
165 241 50
165 242 50
165 260 50
165 264 50
165 267 50
165 268 50
165 280 50
165 282 50
165 285 50
165 287 50
165 289 50
165 328 50
166 168 50
166 169 50
166 171 50
166 172 50
166 175 50
166 192 50
166 227 50
166 228 50
166 231 50
166 232 50
166 237 50
166 241 50
166 242 50
166 260 50
166 282 50
166 285 50
166 287 50
166 289 50
167 229 50
167 234 50
167 238 50
167 239 50
167 240 50
167 245 50
167 281 50
167 284 50
167 286 50
167 291 50
167 292 50
167 315 50
168 169 50
168 171 50
168 172 50
168 175 50
168 192 50
168 227 50
168 228 50
168 231 50
168 232 50
168 237 50
168 241 50
168 242 50
168 260 50
168 282 50
168 285 50
168 287 50
168 289 50
169 171 50
169 172 50
169 175 50
169 192 50
169 227 50
169 228 50
169 231 50
169 232 50
169 237 50
169 241 50
169 242 50
169 260 50
169 282 50
169 285 50
169 287 50
169 289 50
170 204 50
170 329 50
171 172 50
171 175 50
171 192 50
171 227 50
171 228 50
171 231 50
171 232 50
171 237 50
171 241 50
171 242 50
171 260 50
171 282 50
171 285 50
171 287 50
171 289 50
172 175 50
172 192 50
172 199 50
172 220 50
172 227 50
172 228 50
172 231 50
172 232 50
172 237 50
172 241 50
172 242 50
172 260 50
172 262 50
172 282 50
172 285 50
172 287 50
172 289 50
173 271 50
173 326 50
174 197 50
174 333 50
175 192 50
175 227 50
175 228 50
175 231 50
175 232 50
175 237 50
175 241 50
175 242 50
175 260 50
175 282 50
175 285 50
175 287 50
175 289 50
176 179 50
176 220 50
176 243 50
177 202 50
177 319 50
177 331 50
179 220 50
179 246 50
179 251 50
179 257 50
179 284 50
180 191 50
180 260 50
180 269 50
180 323 50
181 191 50
181 200 50
181 203 50
181 264 50
181 267 50
181 268 50
181 280 50
181 328 50
182 188 50
183 184 50
184 246 50
185 236 50
186 264 50
187 257 50
188 220 50
188 233 25
188 293 50
188 294 50
188 328 50
189 190 50
189 195 50
189 205 50
189 208 50
189 209 50
189 214 50
189 236 50
189 248 50
189 254 50
189 262 50
189 272 50
189 283 50
189 287 50
189 289 50
189 298 50
190 193 50
190 201 50
190 206 50
190 209 50
190 228 50
190 231 50
190 238 50
190 255 50
190 259 50
190 331 50
191 200 50
191 203 50
191 260 50
191 264 25
191 267 50
191 268 50
191 269 50
191 280 50
191 328 50
192 227 50
192 228 50
192 231 50
192 232 50
192 237 50
192 241 50
192 242 50
192 260 50
192 282 50
192 285 50
192 287 50
192 289 50
192 303 50
193 201 50
193 206 50
193 209 50
193 228 50
193 231 50
193 238 50
193 255 50
193 259 50
193 331 50
195 205 50
195 208 50
195 209 50
195 214 50
195 236 50
195 248 50
195 254 50
195 262 50
195 272 50
195 283 50
195 287 50
195 289 50
195 298 50
196 239 50
196 273 25
197 333 50
198 200 50
198 253 50
198 270 50
199 220 50
199 262 50
200 203 50
200 253 50
200 264 50
200 267 50
200 268 50
200 270 50
200 280 50
200 328 50
201 206 50
201 209 50
201 228 50
201 231 50
201 238 50
201 255 50
201 259 50
201 331 50
202 319 50
203 260 50
203 264 50
203 267 50
203 268 50
203 280 50
203 328 50
204 311 50
204 329 50
205 208 50
205 209 50
205 214 50
205 236 50
205 248 50
205 254 50
205 262 50
205 272 50
205 283 50
205 287 50
205 289 50
205 298 50
206 209 50
206 228 50
206 231 50
206 238 50
206 255 50
206 259 50
206 331 50
208 209 50
208 213 50
208 214 50
208 219 50
208 221 50
208 225 50
208 236 50
208 248 50
208 254 50
208 262 50
208 272 50
208 283 50
208 287 50
208 289 50
208 294 50
208 298 50
208 304 50
208 312 50
208 314 50
208 321 50
209 214 50
209 223 50
209 228 50
209 231 50
209 236 50
209 238 50
209 248 50
209 254 50
209 255 50
209 259 50
209 262 50
209 272 50
209 283 50
209 287 50
209 289 50
209 298 50
209 331 50
210 299 50
212 216 50
212 257 50
212 278 50
212 279 50
212 304 50
213 219 50
213 221 50
213 225 50
213 294 50
213 304 50
213 312 50
213 314 50
213 321 50
214 236 50
214 248 50
214 254 50
214 262 50
214 272 50
214 283 50
214 287 50
214 289 50
214 298 50
214 313 50
215 226 50
215 290 50
215 308 50
216 257 50
216 278 50
216 279 50
216 304 50
218 277 50
218 305 50
219 221 50
219 225 50
219 294 50
219 304 50
219 307 50
219 312 50
219 314 50
219 321 50
220 233 50
220 262 50
220 293 50
221 225 50
221 294 50
221 304 50
221 312 50
221 314 50
221 321 50
222 230 50
222 235 50
223 306 50
225 294 50
225 304 50
225 312 50
225 314 50
225 321 50
226 290 50
227 228 50
227 231 50
227 232 50
227 237 50
227 241 25
227 242 50
227 260 50
227 282 50
227 285 50
227 287 50
227 289 50
228 231 25
228 232 50
228 237 50
228 238 50
228 241 50
228 242 50
228 255 50
228 259 50
228 260 50
228 282 50
228 285 50
228 287 50
228 289 50
228 331 50
229 234 50
229 238 50
229 240 50
229 245 50
229 268 50
229 281 50
229 284 50
229 286 50
229 291 50
229 292 50
229 315 50
230 235 50
231 232 50
231 237 50
231 238 50
231 241 25
231 242 50
231 255 50
231 259 50
231 260 50
231 282 50
231 285 50
231 286 50
231 287 50
231 289 50
231 331 50
232 237 50
232 241 50
232 242 50
232 260 50
232 282 50
232 285 50
232 287 50
232 289 50
233 293 50
